Power Name,Book,Class,Level,
Sight-Stealing Shot,MP,Rogue,29,
Steel Nettle Rain,MP2,Rogue,29,
Throat Cut,MP2,Rogue,29,
Treachery's Reward,MP2,Rogue,29,
Rune of Endless Fire,PHB3,Runepriest,1,
Rune of Iron's Rebuke,PHB3,Runepriest,1,
Rune of the Undeniable Dawn,PHB3,Runepriest,1,
Rune of Twilight's Beacon,PHB3,Runepriest,1,
Cage of Light,PHB3,Runepriest,5,
Rune of Arrow's Light,PHB3,Runepriest,5,
Rune of the Ember of Wrath,PHB3,Runepriest,5,
Rune of the Final Act,PHB3,Runepriest,5,
Rune of Boundless Fury,PHB3,Runepriest,9,
Rune of Death's Verge,PHB3,Runepriest,9,
Rune of Shielding,PHB3,Runepriest,9,
Unconquered Redoubt,PHB3,Runepriest,9,
Brand of Arcing Lightning,PHB3,Runepriest,15,
Rune of Judgment's Levy,PHB3,Runepriest,15,
Rune of the First Fortress,PHB3,Runepriest,15,
Rune of the Flanking Wind,PHB3,Runepriest,15,
Mark of Ill Luck,PHB3,Runepriest,19,
Rune of Rust,PHB3,Runepriest,19,
Rune of the Threshold,PHB3,Runepriest,19,
Rune of Warding Light,PHB3,Runepriest,19,
Rune of Allied Effort,PHB3,Runepriest,25,
Rune of the Conquering Sign,PHB3,Runepriest,25,
Rune of the Penultimate Step,PHB3,Runepriest,25,
Sylarian Sign,PHB3,Runepriest,25,
Brand of Death's Gate,PHB3,Runepriest,29,
Rune of Awakening,PHB3,Runepriest,29,
Rune of Pacifism,PHB3,Runepriest,29,
Fungal Blooms,PHB3,Seeker,1,
Persistent Arrow,DRMZ,Seeker,1,
Rime Strike,PHB3,Seeker,1,
Spirit Rider,PHB3,Seeker,1,
Storm of Spirit Shards,PHB3,Seeker,1,
Swarming Bats,PHB3,Seeker,1,
Call of the Ghost Wolf,PHB3,Seeker,5,
Corralling Shot,PHB3,Seeker,5,
Cursed Dart,DRMZ,Seeker,5,
Ensnaring Shot,PHB3,Seeker,5,
Protecting Spirits,PHB3,Seeker,5,
Wildfire Shot,PHB3,Seeker,5,
Binding Shot,PHB3,Seeker,9,
Nature's Vengeance,PHB3,Seeker,9,
Spirits of Fire and Ice,PHB3,Seeker,9,
Squall Spirit,PHB3,Seeker,9,
Arrows of Misfortune,DRMZ,Seeker,15,
Corrosive Slime,PHB3,Seeker,15,
Fey Sinkhole,PHB3,Seeker,15,
Triple Raptor Shot,PHB3,Seeker,15,
Wave of Sleep,PHB3,Seeker,15,
Black Arrow of Fate,DRMZ,Seeker,19,
Captivating Missile,PHB3,Seeker,19,
Conflagration Spirit,PHB3,Seeker,19,
Fury Spirits,PHB3,Seeker,19,
Grasping Vines,PHB3,Seeker,19,
Rending Vines,PHB3,Seeker,19,
Lightning Burst,PHB3,Seeker,25,
Slavering Sentinels,PHB3,Seeker,25,
Thundering Shot,PHB3,Seeker,25,
Wind of Decay,PHB3,Seeker,25,
Baleful Shot,PHB3,Seeker,29,
Biting Wind Arrow,DRMZ,Seeker,29,
Bones of the Earth,PHB3,Seeker,29,
Trampling Shot,PHB3,Seeker,29,
Uttercold,PHB3,Seeker,29,
Blessing of the Seven Winds,PHB2,Shaman,1,
Cleansing Wind of the North,PHB2,Shaman,1,
Dust Storm Binding,DSCS,Shaman,1,
Great Watcher Spirit,PP,Shaman,1,
Massive Companion,DRMZ,Shaman,1,
Spirit Cascade,PP,Shaman,1,
Spirit of Consuming Terror,DRMZ,Shaman,1,
Spirit of Grief's Shadow,PP,Shaman,1,
Spirit of the Healing Flood,PHB2,Shaman,1,
Spray of Quills,PP,Shaman,1,
Stone Root Spirit,PP,Shaman,1,
Wrath of the Spirit World,PHB2,Shaman,1,
Coils of the World Serpent,PP,Shaman,1,
Earthrage Spirit,PHB2,Shaman,5,
Remembrance of Hate,DRMZ,Shaman,5,
Shrieking Wind Spirits,DSCS,Shaman,5,
Spirit of Battle's End,PP,Shaman,5,
Spirit of the Hawk's Wind,PHB2,Shaman,5,
Spirit of the Shielding Fire,PHB2,Shaman,5,
Vengeful Blood Spirits,PP,Shaman,5,
War Chieftain's Blessing,PHB2,Shaman,5,
Wind of Pain and Succor,PP,Shaman,5,
Winds of the Scorching Desert,PP,Shaman,5,
Ancient Warlord's Inspiration,PHB2,Shaman,9,
Call Discordant Spirit,PP,Shaman,9,
Clever Trickster Spirit,PHB2,Shaman,9,
Enraged Spirit,DRMZ,Shaman,9,
Explosive Sacrifice,PP,Shaman,9,
Four-Armed is Forewarned,DRMZ,Shaman,9,
Mountain's Might,DSCS,Shaman,9,
Raging Storm Spirit,PHB2,Shaman,9,
Spirit of Autumn's Reaping,PHB2,Shaman,9,
Spirit Control,PP,Shaman,9,
Spirit of Earth Arisen,PP,Shaman,9,
Grey Roarer's Rampage,DRMZ,Shaman,15,
Guardian of the Primal Copse,PHB2,Shaman,15,
Reparative Spirit,PP,Shaman,15,
Searing Wind of the South,PHB2,Shaman,15,
Spirit Ocean,PP,Shaman,15,
Spirit Pin,PP,Shaman,15,
Spirit of the Wolf Pack,PHB2,Shaman,15,
Storm Guardian Spirit,PHB2,Shaman,15,
Tree Father's Bounty,PP,Shaman,15,
Volcanic Circle,DSCS,Shaman,15,
Ancestor's Drum,PP,Shaman,19,
Great Bear Guardian,PHB2,Shaman,19,
Guardian of Howling Wrath,DRMZ,Shaman,19,
Horns of the Undefeated Khan,PHB2,Shaman,19,
Sirocco Spirit,DSCS,Shaman,19,
Spirit of Endings Begun,DRMZ,Shaman,19,
Spirit of the Hunter's Soul,PP,Shaman,19,
Spirit of the Shield Breaker,PHB2,Shaman,19,
Tendrils of the Fate Weaver,PHB2,Shaman,19,
Tree Father's Ward,PP,Shaman,19,
Wind of Death and Mercy,PP,Shaman,19,
Caustic Rain,DSCS,Shaman,25,
Huntmaster's Horn,PP,Shaman,25,
Ironborn Spirit,PHB2,Shaman,25,
Peacemaker's Lodge,PP,Shaman,25,
Spirit of Destruction,DRMZ,Shaman,25,
Spirit of the Brain Mole,DRMZ,Shaman,25,
Spirit of the Laughing Wanderer,PHB2,Shaman,25,
Spirit of the World Serpent,PHB2,Shaman,25,
Stormhawk's Gambit,PP,Shaman,25,
Sunder Spirit,PP,Shaman,25,
Western Wind of Storms,PHB2,Shaman,25,
Death Spirit,PHB2,Shaman,29,
Fury of Athas,DSCS,Shaman,29,
Heart of Bedlam,PP,Shaman,29,
Sea of Serpents,PHB2,Shaman,29,
Spiritblood Vines,PP,Shaman,29,
Spirit of Fiery Hatred,PP,Shaman,29,
Spirit of the Unbroken Vow,PHB2,Shaman,29,
Spirit Torrent,PP,Shaman,29,
Spirits of Mist,PHB2,Shaman,29,
Spring's Laughter,PP,Shaman,29,
Blinding Bolt,AP,Sorcerer,1,
Chaotic Strike,DRMZ,Sorcerer,1,
Chromatic Orb,PHB2,Sorcerer,1,
Cosmos Call,AP,Sorcerer,1,
Dazzling Ray,PHB2,Sorcerer,1,
Dragonfang Bolt,PHB2,Sorcerer,1,
Howling Tempest,AP,Sorcerer,1,
Grounding Rebuke,DRMZ,Sorcerer,1,
Ice Javelins,AP,Sorcerer,1,
Lightning Breath,PHB2,Sorcerer,1,
Shocking Magnetism,AP,Sorcerer,1,
Acidic Implantation,PHB2,Sorcerer,5,
Blinding Blade,DRMZ,Sorcerer,5,
Corruption Orb,AP,Sorcerer,5,
Everywhere and Nowhere,DRMZ,Sorcerer,5,
Glacial Armor,AP,Sorcerer,5,
Moon and Stars,AP,Sorcerer,5,
Palest Flames,PHB2,Sorcerer,5,
Pinning Darts,DRMZ,Sorcerer,5,
Reeling Torment,PHB2,Sorcerer,5,
Serpentine Blast,PHB2,Sorcerer,5,
Slaad's Gambit,AP,Sorcerer,5,
Sun's Illumination,AP,Sorcerer,5,
Thunder Leap,PHB2,Sorcerer,5,
Adamantine Echo,PHB2,Sorcerer,9,
Bounding Bolt,AP,Sorcerer,9,
Contagious Curse,PHB2,Sorcerer,9,
Flanking Familiar,DRMZ,Sorcerer,9,
Force Daggers,DRMZ,Sorcerer,9,
Howling Hurricane,AP,Sorcerer,9,
Ice Stalagmites,AP,Sorcerer,9,
Prime the Fire,PHB2,Sorcerer,9,
Season's Malaise,AP,Sorcerer,9,
Staggering Blast,PHB2,Sorcerer,9,
Winds of Change,AP,Sorcerer,9,
Day and Night,AP,Sorcerer,15,
Frost Eddies,PHB2,Sorcerer,15,
Gale Burst,AP,Sorcerer,15,
Hostility Charm,PHB2,Sorcerer,15,
Lightning Daggers,AP,Sorcerer,15,
Opportunistic Familiar,DRMZ,Sorcerer,15,
Prismatic Ligthning,AP,Sorcerer,15,
Scintilliating Starburst,PHB2,Sorcerer,15,
Spitfire Furnace,PHB2,Sorcerer,15,
Aspect of the Dragon,AP,Sorcerer,19,
Baleful Gaze of the Basilisk,PHB2,Sorcerer,19,
Blackfire Serpent,PHB2,Sorcerer,19,
Crashing Winds,AP,Sorcerer,19,
Primordial Slime,AP,Sorcerer,19,
Prismatic Explosion,PHB2,Sorcerer,19,
Radiant Wings,AP,Sorcerer,19,
Spiritual Venom,DRMZ,Sorcerer,19,
Split Strike,PHB2,Sorcerer,19,
Acid Typhoon,AP,Sorcerer,25,
Chaotic Spray,DRMZ,Sorcerer,25,
Cloak of Winter Storm,AP,Sorcerer,25,
Draconic Incarnation,PHB2,Sorcerer,25,
Force Storm,PHB2,Sorcerer,25,
Fury of Dragotha,AP,Sorcerer,25,
Leaping Lightning,AP,Sorcerer,25,
Words of Chaos,PHB2,Sorcerer,25,
Wrathful Vapors,AP,Sorcerer,25,
Cosmic Vengeance,AP,Sorcerer,29,
Doom of Chaos,AP,Sorcerer,29,
Endless Acid,PHB2,Sorcerer,29,
Entropic Whirlwind,PHB2,Sorcerer,29,
Hellish Firestorm,AP,Sorcerer,29,
Mind Tide,AP,Sorcerer,29,
Necrotic Storm,DRMZ,Sorcerer,29,
Prismatic Storm,PHB2,Sorcerer,29,
Wyrm Form,AP,Sorcerer,29,
Burning Focus,FR,Spellscarred,1,
Spellmirror,FR,Spellscarred,1,
Blurring Blade,FR,Spellscarred,5,
Terrible Imposition,FR,Spellscarred,5,
Burning the Plague Bellows,FR,Spellscarred,9,
Submission of the Earth,FR,Spellscarred,9,
Infliction of the Flamemist,FR,Spellscarred,15,
Rabid Chain of Steel,FR,Spellscarred,15,
Gravity of Moment,FR,Spellscarred,19,
Spellcurse,FR,Spellscarred,19,
Contagion Flame,FR,Spellscarred,25,
Malignant Growth,FR,Spellscarred,25,
Echoes of Valor,FR,Spellscarred,29,
Metamorphosis of Spellflame,FR,Spellscarred,29,
Blade of Judgment,DRMZ,Swordmage,1,
Burning Blade,FR,Swordmage,1,
Dance of the Sword,AP,Swordmage,1,
Dimensional Thunder,FR,Swordmage,1,
Dragon's Teeth,AP,Swordmage,1,
Frost Backlash,FR,Swordmage,1,
Lashing Asp,AP,Swordmage,1,
Sweeping Frostblade,AP,Swordmage,1,
Vanishing Blade,DRMZ,Swordmage,1,
Warding Flourish,DRMZ,Swordmage,1,
Whirling Blade,FR,Swordmage,1,
Deep Freeze,FR,Swordmage,5,
Dimensional Bond,AP,Swordmage,5,
Elemental Foible,FR,Swordmage,5,
Energy Theft,AP,Swordmage,5,
Enervating Slash,AP,Swordmage,5,
Lingering Lightning,FR,Swordmage,5,
Mark of the Hound,AP,Swordmage,5,
Purifying Wound,AP,Swordmage,5,
Shielding Fire,FR,Swordmage,5,
Theft of Alacrity,DRMZ,Swordmage,5,
Arcane Deflection,AP,Swordmage,9,
Be Gone,FR,Swordmage,9,
Beacon Blade,FR,Swordmage,9,
Blade Bolt,AP,Swordmage,9,
Dimensional Echoes,DRMZ,Swordmage,9,
Forceful Dismissal,AP,Swordmage,9,
Glamor Blade,FR,Swordmage,9,
Hellspike Assault,AP,Swordmage,9,
Icy Sweep,FR,Swordmage,9,
Leaping Flames,FR,Swordmage,9,
Lightning Strider,FR,Swordmage,9,
Troll Rampage,AP,Swordmage,9,
Acid for Blood,FR,Swordmage,15,
Assault of Fiery Cuts,AP,Swordmage,15,
Burning Mantle,AP,Swordmage,15,
Death's Blade,AP,Swordmage,15,
Eldritch Chains,AP,Swordmage,15,
Free the Storm Within,FR,Swordmage,15,
Hunter's Pursuit,AP,Swordmage,15,
Inferno's Sword,FR,Swordmage,15,
Reaper's Challenge,DRMZ,Swordmage,15,
Rubicant's Assault,DRMZ,Swordmage,15,
Bane Blade,FR,Swordmage,19,
Death's Resurgence,DRMZ,Swordmage,19,
Forceful Rebuke,AP,Swordmage,19,
Hell's Own Blade,FR,Swordmage,19,
Lightning Rod,FR,Swordmage,19,
Marksman's Vision,AP,Swordmage,19,
Planar Shock,AP,Swordmage,19,
Ward of Scales,AP,Swordmage,19,
Whirling Threat,AP,Swordmage,19,
Bounding Lightning,FR,Swordmage,25,
Darksword Bolt,AP,Swordmage,25,
Death Grip,DRMZ,Swordmage,25,
Icy Shackles,FR,Swordmage,25,
Invincible Rampage,AP,Swordmage,25,
Mindsap Maneuver,AP,Swordmage,25,
Quicksliver Blade,FR,Swordmage,25,
Sword Duel,AP,Swordmage,25,
Thundering Heart,FR,Swordmage,25,
Waves of Languor,AP,Swordmage,25,
Astral Thunder Blade,FR,Swordmage,29,
Constrictor's Strike,AP,Swordmage,29,
Mirrorblade Army,AP,Swordmage,29,
Obliterating Blaze,FR,Swordmage,29,
Silver Ligthning Assault,AP,Swordmage,29,
Sword of Soul Rot,AP,Swordmage,29,
Transdimensional Invasion,DRMZ,Swordmage,29,
Vorpal Doom,FR,Swordmage,29,
Form of the Dread Serpent,PP,Warden,1,
Form of the Faultless Tracker,PP,Warden,1,
Form of the Fearsome Ram,PHB2,Warden,1,
Form of the Laughing Killer,PP,Warden,1,
Form of Mountain's Thunder,PP,Warden,1,
Form of the Relentless Panther,PHB2,Warden,1,
Form of the Swamp Hunter,PP,Warden,1,
Form of the Walking Conflagration,DRMZ,Warden,1,
Form of the Willow Sentinel,PHB2,Warden,1,
Form of Winter's Herald,PHB2,Warden,1,
Boiling Cloud,DRMZ,Warden,5,
Clutching Mire,PP,Warden,5,
Earth-Shaking Rend,PP,Warden,5,
Hail of Thorns,PHB2,Warden,5,
Lifebind Attack,PP,Warden,5,
Rampant Forest,PP,Warden,5,
Storm Strike,PHB2,Warden,5,
Thunder Step,PHB2,Warden,5,
Wellspring Strike,PP,Warden,5,
Winter's Grip,PHB2,Warden,5,
Form of the Flame Snake,PP,Warden,9,
Form of the Frenzied Wolverine,PHB2,Warden,9,
Form of the Hunting Shark,PP,Warden,9,
Form of the Oak Sentinel,PHB2,Warden,9,
Form of Paradise's Bounty,PP,Warden,9,
Form of the Sirocco,PP,Warden,9,
Form of the Stalwart Mastodon,PP,Warden,9,
Form of the Stone Sentinel,PHB2,Warden,9,
Form of the Storm Eagle,PHB2,Warden,9,
Form of the Vengeful Storm,DRMZ,Warden,9,
Form of the Avalance Unleashed,PP,Warden,15,
Form of Charging Boar,PHB2,Warden,15,
Form of the Crushing Mountain,PP,Warden,15,
Form of the Hunting Tiger,PP,Warden,15,
Form of the Magma Brute,DRMZ,Warden,15,
Form of the Sand Sentinel,PP,Warden,15,
Form of Summer Fire,PHB2,Warden,15,
Form of the Rowan Sentinel,PHB2,Warden,15,
Form of the Stonecrusher,PHB2,Warden,15,
Form of the Windstorm's Wrath,PP,Warden,15,
Blizzard Strike,PHB2,Warden,19,
Creeping Brambles,PP,Warden,19,
Dire Beast Assault,PHB2,Warden,19,
Drown in Blood,DRMZ,Warden,19,
Howl of Wrath,PP,Warden,19,
Land Shark Charge,DRMZ,Warden,19,
Lightning Barrage,PHB2,Warden,19,
Sparking Strike,PP,Warden,19,
Thundering Bolts,PHB2,Warden,19,
Warding Smash,PP,Warden,19,
Form of the Autumn Reaper,PHB2,Warden,25,
Form of the Blood Wolf,PHB2,Warden,25,
Form of the Displacer Beast,PHB2,Warden,25,
Form of Earth's Beneficience,PP,Warden,25,
Form of the Entangling Spider,PP,Warden,25,
Form of the Jungle Lord,PHB2,Warden,25,
Form of the Night Hunter,PP,Warden,25,
Form of the Seething Sandstorm,DRMZ,Warden,25,
Form of the Shifting Ancestor,PP,Warden,25,
Form of the World Forger,PP,Warden,25,
Form of Spirit Renewal,PHB2,Warden,29,
Form of the Chimera,PHB2,Warden,29,
Form of the Erupting Volcano,DRMZ,Warden,29,
Form of the Grim Harvester,PP,Warden,29,
Form of the Imperious Phoenix,PP,Warden,29,
Form of the Lightning Lord,DRMZ,Warden,29,
Form of the Soul Serpent,PHB2,Warden,29,
Form of the Starmetal Warrior,PHB2,Warden,29,
Form of the Thunderstorm,PP,Warden,29,
Form of the Unruly Earth,PP,Warden,29,
Form of Verdant Growth,PP,Warden,29,
Armor of Agathys,PHB,Warlock,1,
Armor of Winter's Grasp,HFK,Warlock,1,
Ashen Scourge,DSCS,Warlock,1,
Contagion,FR,Warlock,1,
Crown of Stars,DRMZ,Warlock,1,
Curse of the Dark Dream,PHB,Warlock,1,
Decree of Khirad,AP,Warlock,1,
Dread Star,PHB,Warlock,1,
Flames of Phlegethos,PHB,Warlock,1,
Fortune's Reversal,AP,Warlock,1,
Hellfire Blast,HFK,Warlock,1,
Mists of Madness,HFK,Warlock,1,
Prophecy of Zhudun,DRMZ,Warlock,1,
Star Shackles,DRMZ,Warlock,1,
The Lash's Bite,DRMZ,Warlock,1,
Tyranny of Flame,AP,Warlock,1,
Vestige of Khaeleth,AP,Warlock,1,
Vestige of Mount Vaelis,AP,Warlock,1,
Vestige of Thaxtar,DRMZ,Warlock,1,
Vile Brand,DRMZ,Warlock,1,
Your Glorious Sacrifice,FR,Warlock,1,
Avernian Eruption,PHB,Warlock,5,
Blistering Torrent,DRMZ,Warlock,5,
Crackling Fire,AP,Warlock,5,
Crown of Madness,PHB,Warlock,5,
Curse of the Bloody Fangs,PHB,Warlock,5,
Emerald Shield,HFK,Warlock,5,
Flames of the Smoking Crown,DSCS,Warlock,5,
Forceful Assault,FR,Warlock,5,
Fury of Gibbeth,DRMZ,Warlock,5,
Hellsworn Blessing,DRMZ,Warlock,5,
Hunger of Hadar,PHB,Warlock,5,
Lure of Gibbeth,AP,Warlock,5,
Nightshade Dreams,HFK,Warlock,5,
Roaring Storm of Caina,HFK,Warlock,5,
Twilight of the Soul,FR,Warlock,5,
Tyrannical Threat,AP,Warlock,5,
Venomous Webs,AP,Warlock,5,
Vestige of Baatar,DRMZ,Warlock,5,
Vestige of Ugar,AP,Warlock,5,
Vestige of Xandor,AP,Warlock,5,
Well of Death,DRMZ,Warlock,5,
Brood of Hadar,DRMZ,Warlock,9,
Consuming Ray,DRMZ,Warlock,9,
Curse of the Black Frost,PHB,Warlock,9,
Death's Fond Caress,FR,Warlock,9,
Feast of Souls,AP,Warlock,9,
Horrifying Hatching,AP,Warlock,9,
Infectious Curse,DRMZ,Warlock,9,
Iron Spike of Dis,PHB,Warlock,9,
Kalak's Burning Sands,DSCS,Warlock,9,
Ooze Incarnate,DRMZ,Warlock,9,
Ring of Pain,FR,Warlock,9,
Storm Countess's Kiss,AP,Warlock,9,
Summon Warlock's Ally,HFK,Warlock,9,
Summons of Khirad,PHB,Warlock,9,
Thief of Five Fates,PHB,Warlock,9,
Vestige of Ilmeth,AP,Warlock,9,
Vestige of the Onyx Queen,DRMZ,Warlock,9,
Vestige of Shax,AP,Warlock,9,
Armor of Summer's Glory,HFK,Warlock,15,
Blasphemous Utterance,DRMZ,Warlock,15,
Caution of Dispater,AP,Warlock,15,
Curse of the Golden Mist,PHB,Warlock,15,
Dark Lady's Gift,FR,Warlock,15,
Dark Rain of Mutuz-Vot,AP,Warlock,15,
Evil Expulsion,DRMZ,Warlock,15,
Fireswarm,PHB,Warlock,15,
Hellfire Soul,DRMZ,Warlock,15,
Kimmeriel's Smile,FR,Warlock,15,
Plague of Frogs,AP,Warlock,15,
Tendrils of Thuban,PHB,Warlock,15,
Thirsting Maw,PHB,Warlock,15,
Touch of the Two Moons,DSCS,Warlock,15,
Vestige of Leraje,AP,Warlock,15,
Vestige of Solis,AP,Warlock,15,
Vestige of the Unknown Arcanist,DRMZ,Warlock,15,
Visage of Zhudun,DRMZ,Warlock,15,
Vortex of Fire,HFK,Warlock,15,
Whispers of the Void,HFK,Warlock,15,
Dark Side of the Moon,DRMZ,Warlock,19,
Delusions of Loyalty,PHB,Warlock,19,
Dread Briars,DRMZ,Warlock,19,
Explosive Contagion,FR,Warlock,19,
Force of Nature,AP,Warlock,19,
Hellfire Eruption,DRMZ,Warlock,19,
Maelstrom of Despair,AP,Warlock,19,
Memory of Blades,HFK,Warlock,19,
Minions of Malbolge,PHB,Warlock,19,
Nightshade Cloud,HFK,Warlock,19,
Passionate Betrayal,FR,Warlock,19,
Rain of Lead,HFK,Warlock,19,
Vestige of Amaan,AP,Warlock,19,
Vestige of the Burned Emperors,AP,Warlock,19,
Vestige of Kronata,DRMZ,Warlock,19,
Voice of the Dictator,DSCS,Warlock,19,
Void Star,AP,Warlock,19,
Wrath of Acamar,PHB,Warlock,19,
Curse of the Twin Princes,PHB,Warlock,25,
Gibbeth's Embrace,DRMZ,Warlock,25,
Greater Summon Warlock's Ally,HFK,Warlock,25,
Infernal Chains,AP,Warlock,25,
Instruction in Darkness,AP,Warlock,25,
Invisible Death,FR,Warlock,25,
Ring of Torment,FR,Warlock,25,
Tartarean Tomb,PHB,Warlock,25,
The Prince's Horde,AP,Warlock,25,
Thirteen Baleful Stars,PHB,Warlock,25,
Vestige of Land's Soul,AP,Warlock,25,
Vestige of the Queen of Namhar,AP,Warlock,25,
Vestige of Vykolad,DRMZ,Warlock,25,
Word of the Sorcerer-King,DSCS,Warlock,25,
Armor of the Void,HFK,Warlock,29,
Arrangement of Disorder,AP,Warlock,29,
Caiphon's Abominable Melody,DRMZ,Warlock,29,
Curse of the Dark Delirium,PHB,Warlock,29,
Doom of Delban,PHB,Warlock,29,
Dregoth's Ashen Curse,DSCS,Warlock,29,
Eyes of the Victim,AP,Warlock,29,
Forbiddance of the Ninth,AP,Warlock,29,
Hurl Through Hell,PHB,Warlock,29,
One Final Sacrifice,FR,Warlock,29,
Soul Cutter,HFK,Warlock,29,
Spread the Corrosion,FR,Warlock,29,
Vestige of the Earthen Maker,DRMZ,Warlock,29,
Vestige of the Master of the Hidden Flame,AP,Warlock,29,
Vestige of Zuriel,AP,Warlock,29,
Bastion of Defense,PHB,Warlord,1,
Calculated Assault,MP,Warlord,1,
Concentrated Attack,MP,Warlord,1,
Create a Target,MP2,Warlord,1,
Destructive Surprise,DRMZ,Warlord,1,
Expert Timing,MP2,Warlord,1,
Fearless Rescue,MP,Warlord,1,
Inspiring Shot,MP2,Warlord,1,
Lamb to the Slaughter,DRMZ,Warlord,1,
Lead by Example,MP,Warlord,1,
Lead the Attack,PHB,Warlord,1,
Leader's Instincts,MP2,Warlord,1,
Orchestrated Offensive,DRMZ,Warlord,1,
Pin the Foe,PHB,Warlord,1,
Relentless Wounding,MP2,Warlord,1,
White Raven Onslaught,PHB,Warlord,1,
A Rock and a Hard Place,MP,Warlord,5,
Archery Commander,MP2,Warlord,5,
Bait the Hook,DRMZ,Warlord,5,
Brave Warriors,MP2,Warlord,5,
Create Opportunity,MP2,Warlord,5,
Directed Combat,DRMZ,Warlord,5,
Exemplar of Action,MP2,Warlord,5,
I've Got Your Back,MP2,Warlord,5,
Pike Hedge,MP,Warlord,5,
Rousing Call,DRMZ,Warlord,5,
Scent of Victory,MP,Warlord,5,
Situational Advantage,MP,Warlord,5,
Staggering Spin,MP,Warlord,5,
Stand the Fallen,PHB,Warlord,5,
Surging Assault,DRMZ,Warlord,5,
Turning Point,PHB,Warlord,5,
Villain's Nightmare,PHB,Warlord,5,
Awakened Wrath,DRMZ,Warlord,9,
Blood Designation,MP,Warlord,9,
Caging Glaive,DRMZ,Warlord,9,
Coordinated Assault,DRMZ,Warlord,9,
Dangerous Leader,MP2,Warlord,9,
Denying Mark,MP,Warlord,9,
Disheartening Flurry,MP,Warlord,9,
Eviscerating Shot,MP2,Warlord,9,
Force of Fellowship,MP2,Warlord,9,
Iron Dragon Charge,PHB,Warlord,9,
Knock Them Down,PHB,Warlord,9,
Ready the Charge,MP2,Warlord,9,
Shift the Field,DRMZ,Warlord,9,
Stay on Target,MP,Warlord,9,
Tactical Withdrawal,MP2,Warlord,9,
Teachable Moment,DRMZ,Warlord,9,
Warlord's Recovery,MP,Warlord,9,
White Raven Strike,PHB,Warlord,9,
Anticipate Attack,MP,Warlord,15,
Archery Duel,MP2,Warlord,15,
Arkhosia's Fury,MP,Warlord,15,
Band of Fellows,MP2,Warlord,15,
Bravura Charge,MP2,Warlord,15,
Call to Action,DRMZ,Warlord,15,
Comrade in Arms,MP2,Warlord,15,
Driving Volley,MP2,Warlord,15,
Formidable Smash,MP,Warlord,15,
Grim Instruction,MP,Warlord,15,
Infectious Determination,MP,Warlord,15,
Make Them Bleed,PHB,Warlord,15,
Renew the Troops,PHB,Warlord,15,
War Master's Assault,MP,Warlord,15,
Warlord's Gambit,PHB,Warlord,15,
Anticipate the Target,MP2,Warlord,19,
Assault of the Ram,MP2,Warlord,19,
Break the Tempo,PHB,Warlord,19,
Dance on Their Graves,MP2,Warlord,19,
End to Games,MP2,Warlord,19,
Exhorted Counterattack,MP,Warlord,19,
Glasya's Stride,DRMZ,Warlord,19,
Inspiring Charge,MP,Warlord,19,
Leader of the Bowman,MP2,Warlord,19,
Storm of Carnage,MP,Warlord,19,
Unleash Hell,MP,Warlord,19,
Victory Surge,PHB,Warlord,19,
War Dance,DRMZ,Warlord,19,
Windmill of Doom,PHB,Warlord,19,
Forceful Leader,MP2,Warlord,25,
Help Where It's Needed,MP2,Warlord,25,
Herding Barrage,MP2,Warlord,25,
Lingering Fear,DRMZ,Warlord,25,
Precision Stance,MP,Warlord,25,
Primordial Onslaught,MP,Warlord,25,
Relentless Assault,PHB,Warlord,25,
Skirmisher's Command,MP2,Warlord,25,
Sleeping Dragon Lure,MP,Warlord,25,
Stir the Hornet's Nest,PHB,Warlord,25,
Victorious Destiny,MP,Warlord,25,
Vigilant Commander,MP2,Warlord,25,
Warlord's Fury,DRMZ,Warlord,25,
Warlord's Resurgence,MP,Warlord,25,
Wave of Defeat,MP,Warlord,25,
White Raven's Call,PHB,Warlord,25,
Asmodeus's Gambit,DRMZ,Warlord,29,
Break It Up,MP2,Warlord,29,
Defy Death,PHB,Warlord,29,
Deific Rallying,MP,Warlord,29,
Flawless Snare,MP,Warlord,29,
Inexorable Surge,MP,Warlord,29,
Legendary Charge,MP2,Warlord,29,
Loyal Squadron,MP2,Warlord,29,
Partners in Battle,MP2,Warlord,29,
Perfect Front,MP,Warlord,29,
Stand Invincible,PHB,Warlord,29,
Victory by Design,DRMZ,Warlord,29,
Wake of Devastation,MP,Warlord,29,
Acid Arrow,PHB,Wizard,1,
Arcane Storm,QB,Wizard,1,
Arcane Whirlwind,DRMZ,Wizard,1,
Flaming Sphere,PHB,Wizard,1,
Fountain of Flame,HFL,Wizard,1,
Freezing Cloud,PHB,Wizard,1,
Grease,AP,Wizard,1,
Horrid Whispers,AP,Wizard,1,
Mark of Light,QB,Wizard,1,
Phantom Chasm,AP,Wizard,1,
Rolling Thunder,AP,Wizard,1,
Scent of Decay,QB,Wizard,1,
Serpent's Grasp,QB,Wizard,1,
Sleep,PHB,Wizard,1,
Strike and Run,QB,Wizard,1,
Summon Dretch,DRMZ,Wizard,1,
Summon Dust Devil,DRMZ,Wizard,1,
Summon Fire Warrior,AP,Wizard,1,
Wizard's Fury,DRMZ,Wizard,1,
Acid Mire,AP,Wizard,5,
Bigby's Icy Grasp,PHB,Wizard,5,
Deafening Blast,QB,Wizard,5,
Fireball,PHB,Wizard,5,
Glitterdust,AP,Wizard,5,
