Name,Book,Class,Level,
Bond of Shared Pain,PP,Warden,10,
Earthstride,PHB2,Warden,10,
Elemental Warding,PP,Warden,10,
Entangling Shield,DRMZ,Warden,10,
Guardian's Attack,PP,Warden,10,
Returning Strength,PHB2,Warden,10,
Shared Font of Life,PP,Warden,10,
Shield of Stone,PHB2,Warden,10,
Spiritual Rejuvenation,PP,Warden,10,
Sylvan Trickery,DRMZ,Warden,10,
Warding Vines,PHB2,Warden,10,
Cleansing Earth,PHB2,Warden,16,
Fortress of Stone,PP,Warden,16,
Invigorating Presence,PP,Warden,16,
Masking Fog,PP,Warden,16,
Monkey's Grip,PHB2,Warden,16,
Primal Leap,PHB2,Warden,16,
Sun Fire Guardian,PP,Warden,16,
Verdant Life,PHB2,Warden,16,
Vine Poultice,DRMZ,Warden,16,
Warden's Refusal,PP,Warden,16,
A Scattering of Ashes,PP,Warden,22,
Channeled Vitality,PP,Warden,22,
Debilitating Ward,PP,Warden,22,
Eagle's Wings,PHB2,Warden,22,
Panacea,PHB2,Warden,22,
Primal Cascade,DRMZ,Warden,22,
Renewal,PHB2,Warden,22,
Strength from Death,PP,Warden,22,
Wellspring of Life,PHB2,Warden,22,
Assassin's Bane,DSCS,Warlock,2,
Beguiling Tongue,PHB,Warlock,2,
Caiphon's Leap,AP,Warlock,2,
Charm of Hearts,DRMZ,Warlock,2,
Devil's Trade,AP,Warlock,2,
Ethereal Stride,PHB,Warlock,2,
Eyes of the Spider Queen,AP,Warlock,2,
Fevered Certainty of Caiphon,DRMZ,Warlock,2,
Fey Bargain,AP,Warlock,2,
Fiendish Resilience,PHB,Warlock,2,
Ruinous Phrase,DRMZ,Warlock,2,
Shadow Veil,PHB,Warlock,2,
Spectral Fade,HFK,Warlock,2,
Spider Scuttle,FR,Warlock,2,
Wrathful Aspect,HFK,Warlock,2,
Astral Eyes,HFK,Warlock,6,
Dark One's Own Luck,PHB,Warlock,6,
Fate's Frayed Thread,DRMZ,Warlock,6,
Fey Switch,PHB,Warlock,6,
Iron Aspect of Dispater,HFK,Warlock,6,
Life Siphon,AP,Warlock,6,
Mercurial Form,AP,Warlock,6,
Racing Fire of Ulban,AP,Warlock,6,
Red Leeches of Nihal,DRMZ,Warlock,6,
Sand Shape,DSCS,Warlock,6,
Shadowslip,FR,Warlock,6,
Shroud of Black Steel,PHB,Warlock,6,
Spider Climb,PHB,Warlock,6,
Spider Queen's Caress,AP,Warlock,6,
Unspeakable Bond,DRMZ,Warlock,6,
Ambassador Imp,PHB,Warlock,10,
Accursed Souls,DRMZ,Warlock,10,
Bond of Brotherhood,AP,Warlock,10,
Brimstone Caress,DRMZ,Warlock,10,
Curse of Nessus,AP,Warlock,10,
Darkest Mirror,FR,Warlock,10,
Destiny Inversion,AP,Warlock,10,
Duelist's Dance,HFK,Warlock,10,
Ethereal Sidestep,MS,Warlock,10,
King's Step,DSCS,Warlock,10,
Shadow Form,PHB,Warlock,10,
Shielding Shades,PHB,Warlock,10,
Smothering Darkness,HFK,Warlock,10,
Spined Devil's Boon,HFK,Warlock,10,
Transcendent Dance,AP,Warlock,10,
Troublesome Aid of Caiphon,DRMZ,Warlock,10,
Warlock's Leap,PHB,Warlock,10,
Amaan's Continuance,AP,Warlock,16,
Caiphon's Disquieting Liberty,DRMZ,Warlock,16,
Cloak of Shadow,PHB,Warlock,16,
Death Shroud Aspect,HFK,Warlock,16,
Diabolic Escape,HFK,Warlock,16,
Eye of the Warlock,PHB,Warlock,16,
Fail Me Not,DSCS,Warlock,16,
Guise of the Laughing Fool,HFK,Warlock,16,
Hero's Defense,AP,Warlock,16,
Infuriating Elusiveness,PHB,Warlock,16,
Painful Transference,AP,Warlock,16,
Ruinous Resistance,FR,Warlock,16,
Vile Resonance,DRMZ,Warlock,16,
Warp Space,AP,Warlock,16,
Ascension of the Elder,AP,Warlock,22,
Cerulean Shield,DSCS,Warlock,22,
Entropic Ward,PHB,Warlock,22,
Expedient Sacrifice,FR,Warlock,22,
Master of Magic,HFK,Warlock,22,
Raven's Glamor,PHB,Warlock,22,
Ulban's Shining Cloak,DRMZ,Warlock,22,
Wakeman's Invocation,AP,Warlock,22,
Walk of the Kantakaran,AP,Warlock,22,
Wall of Inky Night,AP,Warlock,22,
Wings of the Fiend,PHB,Warlock,22,
Adaptive Stratagem,MP,Warlord,2,
Aid the Injured,PHB,Warlord,2,
Covering Maneuver,MP,Warlord,2,
Crescendo of Violence,PHB,Warlord,2,
Cunning Adjustment,DRMZ,Warlord,2,
Encouraging Boost,MP2,Warlord,2,
Flash of Insight,MP2,Warlord,2,
Hasty Alert,MP2,Warlord,2,
Heroic Effort,MP,Warlord,2,
Inspired Belligerence,MP,Warlord,2,
Knight's Move,PHB,Warlord,2,
Martial Cascade,DRMZ,Warlord,2,
Motivated Recovery,MP,Warlord,2,
Reckless Opportunity,MP,Warlord,2,
Repositioning Command,MP,Warlord,2,
Rub Some Dirt on it,MP,Warlord,2,
Shake It Off,PHB,Warlord,2,
Spur to Action,MP2,Warlord,2,
Anchor the Line,MP2,Warlord,6,
Back to Back,DRMZ,Warlord,6,
Dragon's Tenacity,MS,Warlord,6,
Encouraging Stance,MP,Warlord,6,
Form a Line,MP2,Warlord,6,
Forward Observer,MP,Warlord,6,
Get Down!,DRMZ,Warlord,6,
Guide the Charge,PHB,Warlord,6,
Guileful Switch,MP,Warlord,6,
Inpiring Reaction,PHB,Warlord,6,
Invigorating Shout,MP2,Warlord,6,
Leader's Intercession,DRMZ,Warlord,6,
Martial Vigor,DRMZ,Warlord,6,
Phalanx Formation,MP,Warlord,6,
Polearm Vault,DRMZ,Warlord,6,
Quick Step,PHB,Warlord,6,
Reassuring Gesture,MP2,Warlord,6,
Reorient the Axis,MP2,Warlord,6,
Rousing Words,MP,Warlord,6,
Stand Fast,DRMZ,Warlord,6,
Stand Tough,PHB,Warlord,6,
Tactical Supervision,MP,Warlord,6,
Tempting Target,MP,Warlord,6,
Bolstering Shout,MP,Warlord,10,
Covering Fire,MP2,Warlord,10,
Defensive Rally,PHB,Warlord,10,
Draw Their Eyes,DRMZ,Warlord,10,
Ease Suffering,PHB,Warlord,10,
Instant Planning,MP,Warlord,10,
Judicious Action,DRMZ,Warlord,10,
Marked Revelation,MP,Warlord,10,
Rallying Deflection,MP,Warlord,10,
Strength of Conviction,MP2,Warlord,10,
Strider Stance,MP,Warlord,10,
Tactical Orders,MP2,Warlord,10,
Tactical Shift,PHB,Warlord,10,
Unintended Feint,MP,Warlord,10,
Warlord's Denial,DRMZ,Warlord,10,
Decisive Timing,MP,Warlord,16,
Encouraging Remark,MP,Warlord,16,
Flanking Stance,MP,Warlord,16,
Forbidden Ground,MP2,Warlord,16,
Hero's Defiance,DRMZ,Warlord,16,
Heroic Defiance,PHB,Warlord,16,
Help or Hinder,MP2,Warlord,16,
Kyton's Battledance,DRMZ,Warlord,16,
Pincer Formation,DRMZ,Warlord,16,
Press on Together,MP2,Warlord,16,
Share the Weight,MP2,Warlord,16,
Side by Side,MP,Warlord,16,
Warlord's Banner,PHB,Warlord,16,
Warning Strike,MP,Warlord,16,
White Raven Formation,PHB,Warlord,16,
Avenge Me,MP,Warlord,22,
Bloodthirsty Offensive,MP,Warlord,22,
Courageous Insight,MP2,Warlord,22,
Defensive Ground,MP2,Warlord,22,
Harrying Warhound,DRMZ,Warlord,22,
Heart of the Titan,PHB,Warlord,22,
Heroic Surge,PHB,Warlord,22,
Hidden Opportunity,MP2,Warlord,22,
Own the Battlefield,PHB,Warlord,22,
Pull Out the Stops,MP2,Warlord,22,
Quickening Order,MP,Warlord,22,
Rush of Battle,MP,Warlord,22,
Sound the Retreat,DRMZ,Warlord,22,
Stirring Declaration,MP,Warlord,22,
Arcane Insight,DRMZ,Wizard,2,
Arcane Shadows,QB,Wizard,2,
Authority,QB,Wizard,2,
Daunting Presence,AP,Wizard,2,
Detailed Examination,QB,Wizard,2,
Expeditious Retreat,PHB,Wizard,2,
Familiar Harrier,DRMZ,Wizard,2,
Fast Friends,DRMZ,Wizard,2,
Feather Fall,PHB,Wizard,2,
Float,AP,Wizard,2,
Guardian Blades,AP,Wizard,2,
Instant Friends,HFL,Wizard,2,
Jump,PHB,Wizard,2,
Memory to Mist,DRMZ,Wizard,2,
Moonstride,DRMZ,Wizard,2,
Mystical Debris,DRMZ,Wizard,2,
Phantasmal Terrain,AP,Wizard,2,
Shield,PHB,Wizard,2,
Spectral Image,HFL,Wizard,2,
Summon Shadow Serpent,AP,Wizard,2,
Able Companion,DRMZ,Wizard,6,
Dimension Door,PHB,Wizard,6,
Disguise Self,PHB,Wizard,6,
Dispel Magic,PHB,Wizard,6,
Emerald Eye,AP,Wizard,6,
Familiar's Call,DRMZ,Wizard,6,
Fire Shield,AP,Wizard,6,
Force Ladder,DRMZ,Wizard,6,
Glowering Wrath,DRMZ,Wizard,6,
Invisibility,PHB,Wizard,6,
Levitate,PHB,Wizard,6,
Reactive Displacement,QB,Wizard,6,
Refocus,MS,Wizard,6,
Spectral Hound,AP,Wizard,6,
Steelskin,QB,Wizard,6,
Summon Iron Cohort,AP,Wizard,6,
Wall of Fog,PHB,Wizard,6,
Whirlwind,QB,Wizard,6,
Wizard's Escape,AP,Wizard,6,
Arcane Gate,PHB,Wizard,10,
Blur,PHB,Wizard,10,
Distant Eye,QB,Wizard,10,
Energy Devourer,HFL,Wizard,10,
Familiar Shape,DRMZ,Wizard,10,
Fewild Spell Surge,DRMZ,Wizard,10,
Illusory Wall,AP,Wizard,10,
Intangibility,QB,Wizard,10,
Mass Resistance,AP,Wizard,10,
Mind Void,QB,Wizard,10,
Mirror Image,PHB,Wizard,10,
Phoenix Step,DRMZ,Wizard,10,
Repelling Shield,MS,Wizard,10,
Resistance,PHB,Wizard,10,
Summon Hammerfist Crusher,AP,Wizard,10,
True Seeing,AP,Wizard,10,
Witch's Reversal,DRMZ,Wizard,10,
Words of Deceit,DRMZ,Wizard,10,
Beneficient Transformation,HFL,Wizard,16,
Circle of Protection,DRMZ,Wizard,16,
Clever Escape,AP,Wizard,16,
Dimension Switch,HFL,Wizard,16,
Displacement,PHB,Wizard,16,
Flame's Protection,DRMZ,Wizard,16,
Fly,PHB,Wizard,16,
Greater Invisibility,PHB,Wizard,16,
Illusory Wood,QB,Wizard,16,
Invisible Mantle,QB,Wizard,16,
Moment of Prescience,QB,Wizard,16,
Phantom Mask,AP,Wizard,16,
Phase Shift,AP,Wizard,16,
Spatial Lock,DRMZ,Wizard,16,
Spectral Vision,AP,Wizard,16,
Stoneskin,PHB,Wizard,16,
Summon Diamond Falcon,AP,Wizard,16,
Words of Truth,DRMZ,Wizard,16,
Arcane Protection,QB,Wizard,22,
Arcane Recall,HFL,Wizard,22,
Dimensional Journey,DRMZ,Wizard,22,
Dimensional Lock,QB,Wizard,22,
Dire Familiar Incantation,DRMZ,Wizard,22,
Fire Sigil,DRMZ,Wizard,22,
Globe of Invulnerability,AP,Wizard,22,
Mass Fly,PHB,Wizard,22,
Mordenkainen's Mansion,PHB,Wizard,22,
Mordenkainen's Lucubration,AP,Wizard,22,
Phatom Legion,AP,Wizard,22,
Time Stop,PHB,Wizard,22,
Wall of Force,AP,Wizard,22,
