Slot,Item,Level,Book,Enh,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Speed,Initiative,Surges,Surge Val,Fortitude,Reflex,Will,AC,Strength,Dexterity,Wisdom,Ranged,Melee,Weapon
Neck,Peacemaker's Periapt,8,AV,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Periapt of Cascading Health,2,DRMZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Peripat of Proof Against Poison,4,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Periapt of Recovery,8,AV,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Periapt of Wisdom,13,PHB,3,,,,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,1,,,
Neck,Periapt of Wound Closure,25,AV2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Piwafwl,17,DRMZ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Possum Amulet,23,AV2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Psyweave Cloak,3,PsP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Raven Cloak,9,DRMZ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Resilience Amulet,8,AV,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Resplendent Cloak,8,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Safewing Amulet,3,PHB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Scarab of Invulnerability,30,PHB,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Scarf of Reconciliation,7,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Seashimmer Cloak,13,AV2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Shadowdancer's Cloak,9,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Shroud of Ravens,13,Av2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Soul Shard Talisman,24,AV2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Spidersilk Mantle,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Star of the Astral Sea,29,AV,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Star-Strewn Scarf,18,AV2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Steadfast Amulet,8,AV,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Stormwalker's Cloak,15,PHB,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Stormont's Deep-Pocket Cloak,17,DUMZ,4,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Neck,Sustaining Cloak,2,PHRT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Talisman of Repulsion,30,AV,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Talisman of Terror,7,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Tattered Cloak,19,AV,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Tenebrous Shroud,13,DRMZ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Timeless Locket,14,AV2,3,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
Neck,Torc of Power Preservation,15,AV,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Vistani Eye Amulet,2,DRMZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neck,Wyrmtouched Amulet,19,AV,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Alliance Band,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Amethyst Band of Invisible Eyes,19,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Avandra's Ring,27,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Banquet Ring,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Blink Ring,22,AV,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Rings,Bloodshard Ring,26,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Bone Ring of Better Fortune,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Bone Ring of Preservation,19,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Chameleon Ring,16,AV,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Rings,Cherished Ring,14,AV,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Cognizance Ring,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Crown of the Dream King,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Dauntless Champion's Ring,30,AV2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
Rings,Death Song Ring,19,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Death Spiral Ring,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Face-Stealing Ring,18,AV,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Rings,Farndak's Glittering Ring,22,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Foe Binder Ring,19,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Gargoyle Ring,25,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Golden Ring of Teros,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Grace Ring of Lightning,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Grace Ring of Prowess,19,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Grace Ring of Salvation,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Grace Ward Ring,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Greater Ring of Invisibility,23,AV2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
Rings,Haggaron's Ring of Control,25,AV2,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Iron Ring of the Dwarf Lords,14,PHB,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Rings,Kartan's Void Ring,26,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Luminary Ring,22,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Magician's Ring,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Nullifying Ring,30,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Opal Ring of Remembrance,29,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Premonition Ring,15,AV,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Rings,Primordial Ring,14,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Psychic's Ring,12,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Purple Dragon Commander's Ring,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Action Reversal,20,AV2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
Rings,Ring of Adaptation,23,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Agile Thought,20,AV2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Aquatic Ability,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Arcane Information,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Battlements,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Brotherhood,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Calling,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Circling Fangs,20,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Dimensional Escape,20,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Draconic Zeal,18,DRMZ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Dread,18,AV,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Eladrin Grace,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Elemental Mastery,28,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Enduring Earth,20,AV2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Fearlessness,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Feather Fall,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Fey Travel,22,AV,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,
Rings,Ring of Fireblazing,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Flight,20,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Freedom of Movement,15,PHB,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Focus,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Rings,Ring of Forgetful Touch,16,AV,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Free Time,29,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Fury,14,DRMZ,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Giants,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Guarded Will,26,AV2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Rings,Ring of Heroic Health,21,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Heroic Insight,21,AV,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Hrumdar's Halls,23,AV2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Influence,21,AV2,,,,,2,2,,,,,,2,,,,,2,,,,,,,,,,,,,,,
Rings,Ring of Invigoration,14,DRMZ,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Invisibility,18,PHB,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Rings,Ring of Khirad,27,AV2,,,,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,
Rings,Ring of Life,26,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Many Forms,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Mental Power,14,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Perfect Grip,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Personal Gravity,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Protection,17,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Ramming,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Regeneration,24,PHB,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
Rings,Ring of Retreat,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Shadow Guard,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Shadow Travel,15,AV,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
Rings,Ring of Sorrows,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Spell Storing,20,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,"Ring of Spell Storing, Greater",30,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Sympathy,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Tactical Brilliance,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Tenacious Will,21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Crimson Sun,14,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Deep Wood,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Dragonborn Emperor,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Fallen,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Ghost Knight,24,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Phoenix,27,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Protector,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Radiant Storm,17,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Risen,23,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Spectral Hand,19,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Warforged,17,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of the Zealous,15,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of True Seeing,19,PHB,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
Rings,Ring of Uncanny Judgment,13,DRMZ,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Unfettered Motion,20,AV2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Unwelcome Gifting,17,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Vigilant Defense,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Windows,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Winter,14,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ring of Wizardry,21,PHB,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Ritualist's Ring,24,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Rom Kala's Tideshield Ring,21,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Shadow Band,27,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Shadowfell Signet,19,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Sorrowsworn Ring,25,AV,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
Rings,Star Opal Ring,26,PHB,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Rings,Star Ruby Ring,19,AV,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Stone Ring,17,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Stormcatcher Ring,17,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Traveler's Ring,18,AV2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Rings,Unvanquished Grace Ring,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,War Ring,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rings,Watcher's Signet,11,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Acrobat's Harness,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Alchemical Failsafe,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Artificer's Belt,21,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Backbone Belt,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Baldric of Assault,11,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Baldric of Dividing Ranks,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Bladric of Shielding,19,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Baldric of Tactical Positioning (H),8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Baldric of Tactical Positioning (P),18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Baldric of Time,6,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Baldric of Valor,21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Barbed Baldric (H),5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Barbed Baldric (P),15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Barbed Baldric (E),25,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Blood,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Breaching,19,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Endurance (H),6,AV,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Endurance (P),16,AV,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Endurance (E),26,AV,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Feral Might,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Fiends,15,DRMZ,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Fitness,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Fragile Guard,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Giant Strength,15,PHB,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
Waist,Belt of Lucky Strikes,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Mountain Endurance,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Nourishment,7,AV2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Raging Endurance,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Recovery,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Resilience (H),1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Resilience (P),11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Resilience (E),21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Sacrifice (H),7,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Sacrifice (P),17,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Sacrifice (E),27,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of Sonnlinor Righteousness,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of the Brawler,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of the Flanker's Bane,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Belt of the Witch King,18,AV2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Waist,Belt of Titan Strength,25,PHB,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
Waist,Belt of Vigor (H),2,PHB,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Waist,Belt of Vigor (P),12,PHB,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Waist,Belt of Vigor (E),22,PHB,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
Waist,Belt of Vim (H),8,AV,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Belt of Vim (P),18,AV,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Waist,Belt of Vim (E),28,AV,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Waist,Belt of Vitality,23,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Centering Cincture,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cincture of the Dragon Spirit,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cincture of the Githzerai,10,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cincture of Vivacity,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cingulum of Combat Rushing,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Clear-Blood Baldric,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Contortionist's Cord,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cord of Divine Favor,13,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cord of Elusive Thoughts,18,PsP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Cord of Foresight,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Diamond Cincture (H),10,AV2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Diamond Cincture (P),20,AV2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Waist,Diamond Cincture (E),30,AV2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
Waist,Dynamic Belt (H),9,PHB,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Dynamic Belt (P),19,PHB,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Dynamic Belt (E),29,PHB,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,General's Belt,15,AV2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Girdle of the Dragon (P),16,AV,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Girdle of the Dragon (E),26,AV,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Girdle of the Oxen,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Girdle of the Resolute Body,15,PsP,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Girdle of the Umber Hulk (P),15,AV,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Girdle of the Umber Hulk (E),25,AV,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Goliath's Belt,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Head-Taker's Belt,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Healer's Sash (P),11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Healer's Sash (E),21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Ironskin Belt (H),5,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Ironskin Belt (P),15,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Ironskin Belt (E),25,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Muleback Harness (H),2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Muleback Harness (P),12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Muleback Harness (E),22,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Phoenix Sash,18,AV2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Waist,Potion Bandolier,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Rager's Belt,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Reality Cord,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Reinforcing Belt,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Rogue's Belt,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Rope of Slave Fighting (H),7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Rope of Slave Fighting (P),17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Sash of Ensnarement,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Sash of Heroic Inspiration,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Sash of Regeneration,28,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Sash of Vitality Ceaseless,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Shielding girdle,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Silver Sky Tabard,16,PHRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Stalwart Belt (H),6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Stalwart Belt (P),16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Stalwart Belt (E),26,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Stonewall Belt,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Survivor's Belt,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Swimtide Harness (H),8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Swimtide Harness (P),18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Swimtide Harness (E),28,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Totemic Belt,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Vengeance Sash,23,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Viper Belt,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waist,Waistband of the Grappler,13,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
